Recording,Subject,original unit id,sig_increase_events,sig_decrease_events,insig_events,sig_events
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,28,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,43,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,124,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,221,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,172,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,244,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,227,lose,,"both_rewarded, tie, rewarded, win",lose
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,226,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,266,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,52,lose,both_rewarded,"tie, rewarded, win","lose, both_rewarded"
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,60,lose,both_rewarded,"tie, rewarded, win","lose, both_rewarded"
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,77,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,105,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,9,,both_rewarded,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,0,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,99,"both_rewarded, lose",,"tie, rewarded, win","both_rewarded, lose"
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,53,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,85,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,16,,both_rewarded,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,39,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,17,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,15,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,27,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,11,"both_rewarded, lose",,"tie, rewarded, win","both_rewarded, lose"
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,36,,rewarded,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,17,"lose, rewarded",,"both_rewarded, tie, win","lose, rewarded"
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,7,,rewarded,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,6,"lose, rewarded",,"both_rewarded, tie, win","lose, rewarded"
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,37,,,"lose, rewarded, tie, both_rewarded, win",
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,84,"lose, rewarded",,"both_rewarded, tie, win","lose, rewarded"
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,76,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,24,lose,,"both_rewarded, tie, rewarded, win",lose
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,16,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,13,,,"lose, rewarded, tie, both_rewarded, win",
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,47,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,82,lose,,"both_rewarded, tie, rewarded, win",lose
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,46,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,26,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,86,,rewarded,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,89,"lose, rewarded",,"both_rewarded, tie, win","lose, rewarded"
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,15,,,"lose, rewarded, tie, both_rewarded, win",
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,74,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,22,lose,,"both_rewarded, tie, rewarded, win",lose
20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,87,lose,rewarded,"both_rewarded, tie, win","lose, rewarded"
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,6,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,60,win,,"both_rewarded, tie, lose, rewarded",win
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,4,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,59,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,79,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,39,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,28,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,29,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,54,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,52,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,48,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,74,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,78,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,5,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,53,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,17,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,3,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,80,win,,"both_rewarded, tie, lose, rewarded",win
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,102,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,110,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,37,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,3,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,25,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,49,win,,"both_rewarded, tie, lose, rewarded",win
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,5,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,17,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,40,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,128,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,134,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,22,win,,"both_rewarded, tie, lose, rewarded",win
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,39,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,50,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,41,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,15,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,132,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,35,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,27,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,38,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,48,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,2,win,,"both_rewarded, tie, lose, rewarded",win
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,113,win,,"both_rewarded, tie, lose, rewarded",win
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,63,win,,"both_rewarded, tie, lose, rewarded",win
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,0,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,103,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,42,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,36,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,44,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,43,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,10,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,33,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,11,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,12,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,252,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,44,lose,,"both_rewarded, tie, rewarded, win",lose
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,263,lose,,"both_rewarded, tie, rewarded, win",lose
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,262,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,282,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,134,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,274,lose,,"both_rewarded, tie, rewarded, win",lose
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,186,lose,,"both_rewarded, tie, rewarded, win",lose
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,227,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,250,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,11,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,132,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,268,lose,,"both_rewarded, tie, rewarded, win",lose
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,275,lose,,"both_rewarded, tie, rewarded, win",lose
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,187,lose,,"both_rewarded, tie, rewarded, win",lose
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,271,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,255,,,"lose, rewarded, tie, both_rewarded, win",
20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,272,,lose,"both_rewarded, tie, rewarded, win",lose
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,17,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,43,lose,,"both_rewarded, tie, rewarded, win",lose
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,25,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,35,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,16,lose,,"both_rewarded, tie, rewarded, win",lose
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,34,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,47,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,20,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,95,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,73,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,57,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,90,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,46,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,105,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,39,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,86,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,115,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,72,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,114,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,100,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,49,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,42,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,48,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,44,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,110,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,52,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,70,,,"lose, rewarded, tie, both_rewarded, win",
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,40,lose,,"both_rewarded, tie, rewarded, win",lose
20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,26,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,27,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,53,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,81,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,52,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,0,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,69,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,67,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,74,,,"lose, rewarded, tie, both_rewarded, win",
